0.000000000,0.000000000
0.001039000,0.001039000
0.001197000,0.000158000
0.001208000,0.000011000
0.952709000,0.951501000
0.953705000,0.000996000
0.953729000,0.000024000
1.805865000,0.852136000
1.806873000,0.001008000
1.806899000,0.000026000
2.628338000,0.821439000
2.629233000,0.000895000
2.629253000,0.000020000
3.477536000,0.848283000
3.478622000,0.001086000
3.478648000,0.000026000
4.268950000,0.790302000
4.270039000,0.001089000
4.270070000,0.000031000
5.055483000,0.785413000
5.056292000,0.000809000
5.056315000,0.000023000
5.861572000,0.805257000
5.862523000,0.000951000
5.862546000,0.000023000
6.668522000,0.805976000
6.669421000,0.000899000
6.669443000,0.000022000
7.483338000,0.813895000
7.484531000,0.001193000
7.484556000,0.000025000
9.489872000,2.005316000
9.490740000,0.000868000
9.490760000,0.000020000
10.646567000,1.155807000
10.647634000,0.001067000
10.647659000,0.000025000
11.616796000,0.969137000
11.617753000,0.000957000
11.617778000,0.000025000
12.403681000,0.785903000
12.404473000,0.000792000
12.404493000,0.000020000
13.181161000,0.776668000
13.182020000,0.000859000
13.182043000,0.000023000
13.945725000,0.763682000
13.946748000,0.001023000
13.946770000,0.000022000
14.719096000,0.772326000
14.720076000,0.000980000
14.720099000,0.000023000
15.501367000,0.781268000
15.502204000,0.000837000
15.502225000,0.000021000
16.262055000,0.759830000
16.263239000,0.001184000
16.263266000,0.000027000
16.312964000,0.049698000
16.357895000,0.044931000
16.763170000,0.405275000
16.763209000,0.000039000
17.091442000,0.328233000
17.092065000,0.000623000
17.263403000,0.171338000
17.263431000,0.000028000
32.269990000,15.006559000
32.361448000,0.091458000
32.362178000,0.000730000
32.362586000,0.000408000
32.362615000,0.000029000
33.269441000,0.906826000
33.270107000,0.000666000
33.270280000,0.000173000
33.494014000,0.223734000
33.494050000,0.000036000
34.097440000,0.603390000
34.098117000,0.000677000
34.104842000,0.006725000
34.321910000,0.217068000
34.546112000,0.224202000
34.546141000,0.000029000
34.885433000,0.339292000
34.886207000,0.000774000
35.109941000,0.223734000
35.330044000,0.220103000
35.790172000,0.460128000
35.873652000,0.083480000
35.874766000,0.001114000
35.874802000,0.000036000
36.661444000,0.786642000
36.662444000,0.001000000
36.889926000,0.227482000
37.113965000,0.224039000
37.114000000,0.000035000
37.211061000,0.097061000
37.211778000,0.000717000
37.211799000,0.000021000
39.761685000,2.549886000
39.762918000,0.001233000
39.986167000,0.223249000
39.986199000,0.000032000
46.669450000,6.683251000
46.670553000,0.001103000
46.670816000,0.000263000
46.705935000,0.035119000
46.921949000,0.216014000
46.921985000,0.000036000
53.581449000,6.659464000
53.582830000,0.001381000
53.582874000,0.000044000
53.583081000,0.000207000
53.583550000,0.000469000
53.609928000,0.026378000
53.825972000,0.216044000
54.254184000,0.428212000
55.117964000,0.863780000
55.117997000,0.000033000
55.118527000,0.000530000
55.118555000,0.000028000
55.583681000,0.465126000
55.794143000,0.210462000
55.794175000,0.000032000
56.083759000,0.289584000
56.083792000,0.000033000
